	ubx_m100_FILTER_LEN11_99	ubx_m10_FILTER_LEN11_9	ubx_m11_FILTER_LEN11_10	ubx_m12_FILTER_LEN11_11	ubx_m13_FILTER_LEN11_12	ubx_m14_FILTER_LEN11_13	ubx_m15_FILTER_LEN11_14	ubx_m16_FILTER_LEN11_15	ubx_m17_FILTER_LEN11_16	ubx_m18_FILTER_LEN11_17	ubx_m19_FILTER_LEN11_18	ubx_m1_FILTER_LEN11_0	ubx_m20_FILTER_LEN11_19	ubx_m21_FILTER_LEN11_20	ubx_m22_FILTER_LEN11_21	ubx_m23_FILTER_LEN11_22	ubx_m24_FILTER_LEN11_23	ubx_m25_FILTER_LEN11_24	ubx_m26_FILTER_LEN11_25	ubx_m27_FILTER_LEN11_26	ubx_m28_FILTER_LEN11_27	ubx_m29_FILTER_LEN11_28	ubx_m2_FILTER_LEN11_1	ubx_m30_FILTER_LEN11_29	ubx_m31_FILTER_LEN11_30	ubx_m32_FILTER_LEN11_31	ubx_m33_FILTER_LEN11_32	ubx_m34_FILTER_LEN11_33	ubx_m35_FILTER_LEN11_34	ubx_m36_FILTER_LEN11_35	ubx_m37_FILTER_LEN11_36	ubx_m38_FILTER_LEN11_37	ubx_m39_FILTER_LEN11_38	ubx_m3_FILTER_LEN11_2	ubx_m40_FILTER_LEN11_39	ubx_m41_FILTER_LEN11_40	ubx_m42_FILTER_LEN11_41	ubx_m43_FILTER_LEN11_42	ubx_m44_FILTER_LEN11_43	ubx_m45_FILTER_LEN11_44	ubx_m46_FILTER_LEN11_45	ubx_m47_FILTER_LEN11_46	ubx_m48_FILTER_LEN11_47	ubx_m49_FILTER_LEN11_48	ubx_m4_FILTER_LEN11_3	ubx_m50_FILTER_LEN11_49	ubx_m51_FILTER_LEN11_50	ubx_m52_FILTER_LEN11_51	ubx_m53_FILTER_LEN11_52	ubx_m54_FILTER_LEN11_53	ubx_m55_FILTER_LEN11_54	ubx_m56_FILTER_LEN11_55	ubx_m57_FILTER_LEN11_56	ubx_m58_FILTER_LEN11_57	ubx_m59_FILTER_LEN11_58	ubx_m5_FILTER_LEN11_4	ubx_m60_FILTER_LEN11_59	ubx_m61_FILTER_LEN11_60	ubx_m62_FILTER_LEN11_61	ubx_m63_FILTER_LEN11_62	ubx_m64_FILTER_LEN11_63	ubx_m65_FILTER_LEN11_64	ubx_m66_FILTER_LEN11_65	ubx_m67_FILTER_LEN11_66	ubx_m68_FILTER_LEN11_67	ubx_m69_FILTER_LEN11_68	ubx_m6_FILTER_LEN11_5	ubx_m70_FILTER_LEN11_69	ubx_m71_FILTER_LEN11_70	ubx_m72_FILTER_LEN11_71	ubx_m73_FILTER_LEN11_72	ubx_m74_FILTER_LEN11_73	ubx_m75_FILTER_LEN11_74	ubx_m76_FILTER_LEN11_75	ubx_m77_FILTER_LEN11_76	ubx_m78_FILTER_LEN11_77	ubx_m79_FILTER_LEN11_78	ubx_m7_FILTER_LEN11_6	ubx_m80_FILTER_LEN11_79	ubx_m81_FILTER_LEN11_80	ubx_m82_FILTER_LEN11_81	ubx_m83_FILTER_LEN11_82	ubx_m84_FILTER_LEN11_83	ubx_m85_FILTER_LEN11_84	ubx_m86_FILTER_LEN11_85	ubx_m87_FILTER_LEN11_86	ubx_m88_FILTER_LEN11_87	ubx_m89_FILTER_LEN11_88	ubx_m8_FILTER_LEN11_7	ubx_m90_FILTER_LEN11_89	ubx_m91_FILTER_LEN11_90	ubx_m92_FILTER_LEN11_91	ubx_m93_FILTER_LEN11_92	ubx_m94_FILTER_LEN11_93	ubx_m95_FILTER_LEN11_94	ubx_m96_FILTER_LEN11_95	ubx_m97_FILTER_LEN11_96	ubx_m98_FILTER_LEN11_97	ubx_m99_FILTER_LEN11_98	ubx_m9_FILTER_LEN11_8
ubx_m6_FILTER_LEN11_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m70_FILTER_LEN11_69	1	0.433693	0.580586	0.62535	0.287428	1	0.324637	0.413134	1	0.433839	0.58839	1	1	1	0.482792	1	0.297175	1	0.318255	1	1	0.233996	1	0.484499	0.491192	1	1	0.628524	0.488142	0.427273	0.468853	0.287731	1	0.576842	0.472008	0.58883	1	0.594875	1	0.523695	1	0.238053	0.266921	0.353155	0.380631	1	0.313114	0.347906	0.338649	0.451868	0.37876	1	0.415925	0.5918	0.45277	1	0.350864	1	1	1	0.510115	0.503246	0.555084	1	1	0.377826	1	0	1	0.557698	0.458432	0.235701	1	0.155605	0.207729	1	1	0.558491	1	1	1	1	0.459491	0.529396	0.478777	0.549646	0.297657	0.447568	0.621153	1	0.474613	0.378242	0.39966	0.375001	0.408102	0.399949	1	0.378488	1	0.578618
ubx_m71_FILTER_LEN11_70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m72_FILTER_LEN11_71	1	0.289448	0.435915	0.190263	0.474112	1	0.627432	0.385806	1	0.537304	0.276527	1	1	1	0.419948	1	0.581452	1	0.517821	1	1	0.454134	1	0.580929	0.376998	1	1	0.582095	0.349449	0.41671	0.481227	0.416478	1	0.072865	0.223642	0.337799	1	0.378904	1	0.415628	1	0.483188	0.526716	0.553592	0.379683	1	0.396245	0.447817	0.547264	0.288741	0.339115	1	0.503443	0.420093	0.437508	1	0.446434	1	1	1	0.5373	0.495904	0.10679	1	1	0.491278	1	0.557698	1	0	0.465931	0.464108	1	0.491892	0.494731	1	1	0.0939410000000001	1	1	1	1	0.59853	0.403314	0.611599	0.196663	0.455091	0.576993	0.3673	1	0.597607	0.407916	0.540091	0.551325	0.52078	0.531767	1	0.390718	1	0.596128
ubx_m73_FILTER_LEN11_72	1	0.580248	0.540907	0.657245	0.572337	1	0.622175	0.608237	1	0.390312	0.504805	1	1	1	0.480175	1	0.452523	1	0.507607	1	1	0.452129	1	0.435964	0.428856	1	1	0.503996	0.381467	0.416309	0.365181	0.45225	1	0.418433	0.609418	0.661662	1	0.622924	1	0.579876	1	0.473151	0.33706	0.483406	0.629276	1	0.506379	0.460411	0.318292	0.582193	0.470378	1	0.403851	0.435073	0.364341	1	0.331808	1	1	1	0.621367	0.530528	0.505294	1	1	0.49374	1	0.458432	1	0.465931	0	0.39885	1	0.486353	0.485245	1	1	0.434511	1	1	1	1	0.550291	0.360045	0.355345	0.511349	0.472778	0.469108	0.570884	1	0.543478	0.380284	0.487907	0.589526	0.402949	0.485299	1	0.484388	1	0.627611
ubx_m74_FILTER_LEN11_73	1	0.262744	0.605609	0.440177	0.195694	1	0.443532	0.328739	1	0.463465	0.543312	1	1	1	0.371799	1	0.458822	1	0.281538	1	1	0.069949	1	0.515034	0.4577	1	1	0.49258	0.312927	0.398304	0.452106	0.410435	1	0.497977	0.263394	0.490375	1	0.569298	1	0.472406	1	0.204922	0.253823	0.321577	0.236583	1	0.390082	0.471966	0.314859	0.304765	0.234662	1	0.291979	0.525563	0.253646	1	0.299411	1	1	1	0.500544	0.365636	0.479787	1	1	0.171241	1	0.235701	1	0.464108	0.39885	0	1	0.122129	0.104326	1	1	0.479824	1	1	1	1	0.284712	0.495954	0.500276	0.41467	0.22745	0.392509	0.534223	1	0.544489	0.395169	0.33541	0.39158	0.237186	0.420535	1	0.386566	1	0.64563
ubx_m75_FILTER_LEN11_74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m76_FILTER_LEN11_75	1	0.337306	0.596289	0.552999	0.231805	1	0.411362	0.369411	1	0.447751	0.552599	1	1	1	0.382343	1	0.395113	1	0.303134	1	1	0.128456	1	0.574531	0.418297	1	1	0.562302	0.363522	0.43626	0.476744	0.371926	1	0.544871	0.364691	0.526594	1	0.590061	1	0.514862	1	0.277695	0.272605	0.307312	0.310679	1	0.292861	0.409844	0.241536	0.439682	0.309241	1	0.425566	0.519621	0.338903	1	0.305353	1	1	1	0.474144	0.386224	0.516565	1	1	0.222351	1	0.155605	1	0.491892	0.486353	0.122129	1	0	0.195027	1	1	0.485506	1	1	1	1	0.316774	0.474663	0.419574	0.489704	0.269588	0.479502	0.527036	1	0.540058	0.355664	0.351068	0.457641	0.359189	0.443258	1	0.45007	1	0.637282
ubx_m77_FILTER_LEN11_76	1	0.283944	0.483905	0.43024	0.128421	1	0.430423	0.324946	1	0.408771	0.575502	1	1	1	0.48906	1	0.448424	1	0.303448	1	1	0.178612	1	0.563822	0.392783	1	1	0.629636	0.469257	0.300131	0.531868	0.382908	1	0.491859	0.310616	0.460874	1	0.51935	1	0.561429	1	0.14025	0.289485	0.306504	0.190416	1	0.384044	0.514286	0.39047	0.331558	0.293524	1	0.380303	0.494988	0.298744	1	0.321341	1	1	1	0.37505	0.536322	0.51657	1	1	0.26771	1	0.207729	1	0.494731	0.485245	0.104326	1	0.195027	0	1	1	0.422583	1	1	1	1	0.286118	0.520815	0.518821	0.433754	0.179241	0.499011	0.55391	1	0.486869	0.36216	0.291443	0.366948	0.323737	0.343692	1	0.364954	1	0.504562
ubx_m78_FILTER_LEN11_77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m79_FILTER_LEN11_78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m7_FILTER_LEN11_6	1	0.350027	0.390729	0.289536	0.506963	1	0.565474	0.385563	1	0.441428	0.3976	1	1	1	0.4972	1	0.490024	1	0.473155	1	1	0.491723	1	0.564839	0.337748	1	1	0.542146	0.331928	0.257648	0.410669	0.398915	1	0.122445	0.31121	0.376737	1	0.398398	1	0.446362	1	0.470919	0.478825	0.558317	0.35655	1	0.414933	0.426245	0.494279	0.282358	0.371304	1	0.536331	0.406447	0.441037	1	0.39636	1	1	1	0.501139	0.552365	0.199861	1	1	0.511165	1	0.558491	1	0.0939410000000001	0.434511	0.479824	1	0.485506	0.422583	1	1	0	1	1	1	1	0.580599	0.410499	0.522731	0.279049	0.46974	0.498135	0.431769	1	0.545937	0.436391	0.509845	0.560233	0.547923	0.441455	1	0.417253	1	0.519153
ubx_m80_FILTER_LEN11_79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m81_FILTER_LEN11_80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m82_FILTER_LEN11_81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m83_FILTER_LEN11_82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m84_FILTER_LEN11_83	1	0.537287	0.569189	0.511464	0.254025	1	0.623549	0.470876	1	0.309752	0.533854	1	1	1	0.483913	1	0.664801	1	0.486796	1	1	0.48051	1	0.563171	0.634933	1	1	0.536586	0.54635	0.587506	0.635817	0.610428	1	0.561133	0.539742	0.454943	1	0.642311	1	0.479125	1	0.406071	0.487573	0.457654	0.312532	1	0.673074	0.585262	0.542181	0.553643	0.345356	1	0.587203	0.520766	0.301231	1	0.537968	1	1	1	0.346601	0.343088	0.581779	1	1	0.312866	1	0.459491	1	0.59853	0.550291	0.284712	1	0.316774	0.286118	1	1	0.580599	1	1	1	1	0	0.631207	0.643221	0.554139	0.418831	0.492237	0.378657	1	0.609423	0.458302	0.305551	0.647005	0.454908	0.485515	1	0.589202	1	0.425997
ubx_m85_FILTER_LEN11_84	1	0.558907	0.593673	0.583409	0.554381	1	0.532944	0.526289	1	0.568087	0.482358	1	1	1	0.418668	1	0.398942	1	0.505942	1	1	0.475208	1	0.363253	0.386402	1	1	0.350961	0.418108	0.412747	0.541063	0.301425	1	0.448597	0.554959	0.582417	1	0.538521	1	0.551151	1	0.44784	0.368905	0.513424	0.573298	1	0.474396	0.254673	0.3946	0.612676	0.555485	1	0.447604	0.476546	0.454052	1	0.320482	1	1	1	0.358222	0.599572	0.48372	1	1	0.476157	1	0.529396	1	0.403314	0.360045	0.495954	1	0.474663	0.520815	1	1	0.410499	1	1	1	1	0.631207	0	0.411238	0.47515	0.465814	0.560202	0.572567	1	0.431229	0.392962	0.598548	0.535942	0.380714	0.43451	1	0.408292	1	0.530639
ubx_m86_FILTER_LEN11_85	1	0.538834	0.486099	0.555835	0.534445	1	0.399164	0.535823	1	0.457454	0.379283	1	1	1	0.574938	1	0.363264	1	0.405836	1	1	0.476536	1	0.357203	0.379422	1	1	0.549859	0.479802	0.450673	0.41489	0.42652	1	0.551098	0.459951	0.613024	1	0.408291	1	0.474297	1	0.450356	0.34143	0.498822	0.567204	1	0.219163	0.396747	0.280137	0.49953	0.59406	1	0.485017	0.552676	0.484306	1	0.395479	1	1	1	0.48311	0.63759	0.52919	1	1	0.492239	1	0.478777	1	0.611599	0.355345	0.500276	1	0.419574	0.518821	1	1	0.522731	1	1	1	1	0.643221	0.411238	0	0.347987	0.493135	0.376389	0.661774	1	0.50426	0.474086	0.508358	0.407747	0.409241	0.329837	1	0.531997	1	0.446488
ubx_m87_FILTER_LEN11_86	1	0.197252	0.462128	0.064829	0.549465	1	0.537417	0.253416	1	0.559226	0.079712	1	1	1	0.55008	1	0.583107	1	0.465956	1	1	0.446752	1	0.425859	0.412107	1	1	0.591718	0.514538	0.502262	0.603639	0.447605	1	0.248394	0.068407	0.210004	1	0.440302	1	0.47198	1	0.503401	0.514209	0.472637	0.293754	1	0.520311	0.486553	0.510356	0.193377	0.450798	1	0.54083	0.531179	0.517456	1	0.467558	1	1	1	0.490487	0.583841	0.291243	1	1	0.573878	1	0.549646	1	0.196663	0.511349	0.41467	1	0.489704	0.433754	1	1	0.279049	1	1	1	1	0.554139	0.47515	0.347987	0	0.387735	0.523155	0.3018	1	0.492867	0.468642	0.429475	0.50857	0.451505	0.553007	1	0.465571	1	0.559925
ubx_m88_FILTER_LEN11_87	1	0.282429	0.567789	0.438165	0.311162	1	0.413798	0.11744	1	0.502105	0.503208	1	1	1	0.495143	1	0.454603	1	0.219703	1	1	0.274309	1	0.482338	0.423905	1	1	0.57258	0.420977	0.348197	0.502971	0.343311	1	0.425871	0.286203	0.273005	1	0.432705	1	0.466035	1	0.129324	0.347988	0.332145	0.330436	1	0.296943	0.442905	0.362089	0.427988	0.236634	1	0.373538	0.421209	0.377134	1	0.286261	1	1	1	0.373016	0.533915	0.462001	1	1	0.36902	1	0.297657	1	0.455091	0.472778	0.22745	1	0.269588	0.179241	1	1	0.46974	1	1	1	1	0.418831	0.465814	0.493135	0.387735	0	0.433497	0.347277	1	0.468861	0.292187	0.386773	0.347689	0.301254	0.375286	1	0.285921	1	0.565646
ubx_m89_FILTER_LEN11_88	1	0.487717	0.496825	0.642381	0.600274	1	0.325454	0.499973	1	0.466744	0.586125	1	1	1	0.674415	1	0.408953	1	0.312293	1	1	0.381528	1	0.483551	0.4652	1	1	0.502141	0.393379	0.472695	0.45265	0.418178	1	0.553182	0.502872	0.529608	1	0.493559	1	0.19912	1	0.398582	0.452571	0.54047	0.651515	1	0.447253	0.398398	0.241281	0.493734	0.451764	1	0.27035	0.337951	0.467799	1	0.399867	1	1	1	0.528857	0.46758	0.556255	1	1	0.387965	1	0.447568	1	0.576993	0.469108	0.392509	1	0.479502	0.499011	1	1	0.498135	1	1	1	1	0.492237	0.560202	0.376389	0.523155	0.433497	0	0.633596	1	0.490449	0.588037	0.615606	0.276329	0.367457	0.336031	1	0.298828	1	0.55263
ubx_m8_FILTER_LEN11_7	1	0.309999	0.589135	0.232601	0.49614	1	0.577053	0.149912	1	0.448256	0.347811	1	1	1	0.535833	1	0.675036	1	0.471573	1	1	0.608705	1	0.605891	0.633712	1	1	0.642768	0.656463	0.710105	0.590716	0.629622	1	0.459008	0.300298	0.097809	1	0.596009	1	0.606467	1	0.622102	0.648434	0.426509	0.371452	1	0.60902	0.614091	0.679729	0.357886	0.594871	1	0.638196	0.67457	0.573884	1	0.6481	1	1	1	0.522595	0.473218	0.388231	1	1	0.570942	1	0.621153	1	0.3673	0.570884	0.534223	1	0.527036	0.55391	1	1	0.431769	1	1	1	1	0.378657	0.572567	0.661774	0.3018	0.347277	0.633596	0	1	0.583324	0.532556	0.450891	0.644922	0.649957	0.551143	1	0.687077	1	0.583455
ubx_m90_FILTER_LEN11_89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m91_FILTER_LEN11_90	1	0.560511	0.449629	0.583106	0.497808	1	0.428895	0.477999	1	0.429619	0.568391	1	1	1	0.717947	1	0.525151	1	0.436627	1	1	0.499469	1	0.406439	0.57384	1	1	0.406287	0.500082	0.507364	0.487213	0.566789	1	0.538915	0.543742	0.540168	1	0.491397	1	0.501788	1	0.431197	0.466869	0.588164	0.604759	1	0.497767	0.530589	0.544725	0.444447	0.517533	1	0.57924	0.565093	0.555761	1	0.432733	1	1	1	0.277616	0.600239	0.495725	1	1	0.517725	1	0.474613	1	0.597607	0.543478	0.544489	1	0.540058	0.486869	1	1	0.545937	1	1	1	1	0.609423	0.431229	0.50426	0.492867	0.468861	0.490449	0.583324	1	0	0.520877	0.51363	0.438362	0.464434	0.415555	1	0.447309	1	0.436707
ubx_m92_FILTER_LEN11_91	1	0.468005	0.594232	0.512897	0.436058	1	0.553747	0.332488	1	0.474274	0.447875	1	1	1	0.409351	1	0.353703	1	0.408994	1	1	0.414254	1	0.562222	0.447378	1	1	0.612673	0.517528	0.442781	0.508168	0.297603	1	0.313241	0.439648	0.450999	1	0.340415	1	0.592998	1	0.417782	0.326834	0.323923	0.398236	1	0.540953	0.434816	0.442827	0.47532	0.461619	1	0.511801	0.48124	0.335096	1	0.355373	1	1	1	0.362229	0.575469	0.392238	1	1	0.439925	1	0.378242	1	0.407916	0.380284	0.395169	1	0.355664	0.36216	1	1	0.436391	1	1	1	1	0.458302	0.392962	0.474086	0.468642	0.292187	0.588037	0.532556	1	0.520877	0	0.258174	0.58806	0.49842	0.367893	1	0.323266	1	0.502394
ubx_m93_FILTER_LEN11_92	1	0.554525	0.491839	0.467753	0.218271	1	0.60168	0.316716	1	0.401546	0.445332	1	1	1	0.559771	1	0.483442	1	0.500931	1	1	0.449794	1	0.61645	0.522463	1	1	0.550549	0.593546	0.394107	0.586548	0.441614	1	0.531978	0.444753	0.393524	1	0.543462	1	0.608618	1	0.422493	0.264546	0.202153	0.346377	1	0.555479	0.584762	0.383673	0.51458	0.359047	1	0.557759	0.582701	0.231548	1	0.310155	1	1	1	0.337106	0.580864	0.54037	1	1	0.424528	1	0.39966	1	0.540091	0.487907	0.33541	1	0.351068	0.291443	1	1	0.509845	1	1	1	1	0.305551	0.598548	0.508358	0.429475	0.386773	0.615606	0.450891	1	0.51363	0.258174	0	0.628394	0.52341	0.301719	1	0.449931	1	0.489082
ubx_m94_FILTER_LEN11_93	1	0.508821	0.510225	0.639797	0.537773	1	0.392766	0.445466	1	0.528187	0.642631	1	1	1	0.626495	1	0.511392	1	0.305887	1	1	0.40008	1	0.379573	0.533465	1	1	0.4523	0.553527	0.521494	0.438652	0.424088	1	0.564901	0.53214	0.505403	1	0.537789	1	0.37689	1	0.359395	0.46564	0.566547	0.593922	1	0.284233	0.469297	0.405205	0.516307	0.488732	1	0.394639	0.541056	0.577493	1	0.39034	1	1	1	0.544362	0.451859	0.558053	1	1	0.403384	1	0.375001	1	0.551325	0.589526	0.39158	1	0.457641	0.366948	1	1	0.560233	1	1	1	1	0.647005	0.535942	0.407747	0.50857	0.347689	0.276329	0.644922	1	0.438362	0.58806	0.628394	0	0.479377	0.428165	1	0.291789	1	0.634645
ubx_m95_FILTER_LEN11_94	1	0.44907	0.569904	0.582467	0.473726	1	0.44421	0.454894	1	0.47924	0.48646	1	1	1	0.381726	1	0.48396	1	0.277527	1	1	0.291154	1	0.350623	0.348079	1	1	0.482863	0.311951	0.436408	0.547755	0.431605	1	0.504652	0.355772	0.555375	1	0.575397	1	0.421157	1	0.267914	0.372835	0.540127	0.538565	1	0.372204	0.460972	0.484795	0.389236	0.331789	1	0.096324	0.367976	0.386933	1	0.388689	1	1	1	0.546325	0.351551	0.506182	1	1	0.373619	1	0.408102	1	0.52078	0.402949	0.237186	1	0.359189	0.323737	1	1	0.547923	1	1	1	1	0.454908	0.380714	0.409241	0.451505	0.301254	0.367457	0.649957	1	0.464434	0.49842	0.52341	0.479377	0	0.375077	1	0.399441	1	0.60785
ubx_m96_FILTER_LEN11_95	1	0.515725	0.392934	0.622685	0.412404	1	0.308675	0.401321	1	0.264679	0.586877	1	1	1	0.523083	1	0.333492	1	0.386652	1	1	0.481292	1	0.379805	0.324357	1	1	0.475627	0.36069	0.298485	0.39733	0.217528	1	0.478595	0.520796	0.507724	1	0.364567	1	0.363984	1	0.313415	0.235316	0.344237	0.488877	1	0.39152	0.361534	0.401883	0.318936	0.503889	1	0.503982	0.344734	0.281871	1	0.24482	1	1	1	0.465536	0.593432	0.474431	1	1	0.4968	1	0.399949	1	0.531767	0.485299	0.420535	1	0.443258	0.343692	1	1	0.441455	1	1	1	1	0.485515	0.43451	0.329837	0.553007	0.375286	0.336031	0.551143	1	0.415555	0.367893	0.301719	0.428165	0.375077	0	1	0.432901	1	0.452418
ubx_m97_FILTER_LEN11_96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m98_FILTER_LEN11_97	1	0.517105	0.521197	0.520073	0.438907	1	0.398052	0.437123	1	0.563004	0.508659	1	1	1	0.587555	1	0.455346	1	0.301772	1	1	0.338729	1	0.574461	0.394112	1	1	0.616027	0.523847	0.362029	0.399341	0.371111	1	0.415327	0.50212	0.605923	1	0.40906	1	0.419622	1	0.324013	0.323709	0.458436	0.583115	1	0.420099	0.351498	0.390302	0.401458	0.400914	1	0.398458	0.483182	0.446418	1	0.289119	1	1	1	0.564483	0.553231	0.415454	1	1	0.440011	1	0.378488	1	0.390718	0.484388	0.386566	1	0.45007	0.364954	1	1	0.417253	1	1	1	1	0.589202	0.408292	0.531997	0.465571	0.285921	0.298828	0.687077	1	0.447309	0.323266	0.449931	0.291789	0.399441	0.432901	1	0	1	0.666249
ubx_m99_FILTER_LEN11_98	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m9_FILTER_LEN11_8	1	0.527361	0.258996	0.630123	0.464401	1	0.555319	0.555479	1	0.323213	0.612018	1	1	1	0.543862	1	0.599109	1	0.587328	1	1	0.675973	1	0.546378	0.48899	1	1	0.470078	0.564517	0.431922	0.537707	0.556211	1	0.52557	0.573684	0.51158	1	0.451045	1	0.541105	1	0.554779	0.615539	0.565057	0.504716	1	0.504745	0.504824	0.603413	0.53378	0.618248	1	0.670514	0.564868	0.572796	1	0.482695	1	1	1	0.300697	0.612409	0.468159	1	1	0.638576	1	0.578618	1	0.596128	0.627611	0.64563	1	0.637282	0.504562	1	1	0.519153	1	1	1	1	0.425997	0.530639	0.446488	0.559925	0.565646	0.55263	0.583455	1	0.436707	0.502394	0.489082	0.634645	0.60785	0.452418	1	0.666249	1	0
