	ubx_m100_FILTER_LEN11_99	ubx_m10_FILTER_LEN11_9	ubx_m11_FILTER_LEN11_10	ubx_m12_FILTER_LEN11_11	ubx_m13_FILTER_LEN11_12	ubx_m14_FILTER_LEN11_13	ubx_m15_FILTER_LEN11_14	ubx_m16_FILTER_LEN11_15	ubx_m17_FILTER_LEN11_16	ubx_m18_FILTER_LEN11_17	ubx_m19_FILTER_LEN11_18	ubx_m1_FILTER_LEN11_0	ubx_m20_FILTER_LEN11_19	ubx_m21_FILTER_LEN11_20	ubx_m22_FILTER_LEN11_21	ubx_m23_FILTER_LEN11_22	ubx_m24_FILTER_LEN11_23	ubx_m25_FILTER_LEN11_24	ubx_m26_FILTER_LEN11_25	ubx_m27_FILTER_LEN11_26	ubx_m28_FILTER_LEN11_27	ubx_m29_FILTER_LEN11_28	ubx_m2_FILTER_LEN11_1	ubx_m30_FILTER_LEN11_29	ubx_m31_FILTER_LEN11_30	ubx_m32_FILTER_LEN11_31	ubx_m33_FILTER_LEN11_32	ubx_m34_FILTER_LEN11_33	ubx_m35_FILTER_LEN11_34	ubx_m36_FILTER_LEN11_35	ubx_m37_FILTER_LEN11_36	ubx_m38_FILTER_LEN11_37	ubx_m39_FILTER_LEN11_38	ubx_m3_FILTER_LEN11_2	ubx_m40_FILTER_LEN11_39	ubx_m41_FILTER_LEN11_40	ubx_m42_FILTER_LEN11_41	ubx_m43_FILTER_LEN11_42	ubx_m44_FILTER_LEN11_43	ubx_m45_FILTER_LEN11_44	ubx_m46_FILTER_LEN11_45	ubx_m47_FILTER_LEN11_46	ubx_m48_FILTER_LEN11_47	ubx_m49_FILTER_LEN11_48	ubx_m4_FILTER_LEN11_3	ubx_m50_FILTER_LEN11_49	ubx_m51_FILTER_LEN11_50	ubx_m52_FILTER_LEN11_51	ubx_m53_FILTER_LEN11_52	ubx_m54_FILTER_LEN11_53	ubx_m55_FILTER_LEN11_54	ubx_m56_FILTER_LEN11_55	ubx_m57_FILTER_LEN11_56	ubx_m58_FILTER_LEN11_57	ubx_m59_FILTER_LEN11_58	ubx_m5_FILTER_LEN11_4	ubx_m60_FILTER_LEN11_59	ubx_m61_FILTER_LEN11_60	ubx_m62_FILTER_LEN11_61	ubx_m63_FILTER_LEN11_62	ubx_m64_FILTER_LEN11_63	ubx_m65_FILTER_LEN11_64	ubx_m66_FILTER_LEN11_65	ubx_m67_FILTER_LEN11_66	ubx_m68_FILTER_LEN11_67	ubx_m69_FILTER_LEN11_68	ubx_m6_FILTER_LEN11_5	ubx_m70_FILTER_LEN11_69	ubx_m71_FILTER_LEN11_70	ubx_m72_FILTER_LEN11_71	ubx_m73_FILTER_LEN11_72	ubx_m74_FILTER_LEN11_73	ubx_m75_FILTER_LEN11_74	ubx_m76_FILTER_LEN11_75	ubx_m77_FILTER_LEN11_76	ubx_m78_FILTER_LEN11_77	ubx_m79_FILTER_LEN11_78	ubx_m7_FILTER_LEN11_6	ubx_m80_FILTER_LEN11_79	ubx_m81_FILTER_LEN11_80	ubx_m82_FILTER_LEN11_81	ubx_m83_FILTER_LEN11_82	ubx_m84_FILTER_LEN11_83	ubx_m85_FILTER_LEN11_84	ubx_m86_FILTER_LEN11_85	ubx_m87_FILTER_LEN11_86	ubx_m88_FILTER_LEN11_87	ubx_m89_FILTER_LEN11_88	ubx_m8_FILTER_LEN11_7	ubx_m90_FILTER_LEN11_89	ubx_m91_FILTER_LEN11_90	ubx_m92_FILTER_LEN11_91	ubx_m93_FILTER_LEN11_92	ubx_m94_FILTER_LEN11_93	ubx_m95_FILTER_LEN11_94	ubx_m96_FILTER_LEN11_95	ubx_m97_FILTER_LEN11_96	ubx_m98_FILTER_LEN11_97	ubx_m99_FILTER_LEN11_98	ubx_m9_FILTER_LEN11_8
ubx_m83_FILTER_LEN11_82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m84_FILTER_LEN11_83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m85_FILTER_LEN11_84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m86_FILTER_LEN11_85	1	1	1	1	0.656638	1	1	0.484709	1	1	0.570642	1	0.396601	1	1	0.472944	0.505688	1	0.531985	0.503041	1	1	0.529075	0.507284	0.395344	1	1	0.512849	0.398505	1	0.538156	0.50591	1	0.404963	0.49463	1	1	1	1	1	1	0.426168	1	0.50776	0.450693	1	1	0.54589	1	0.229363	1	1	1	0.389641	0.574892	1	0.34864	1	1	1	1	0.429006	0.319355	0.539828	1	0.483066	0.471266	1	1	1	1	0.477629	0.661102	0.451304	0.352294	0.358903	0.458886	1	1	0.37412	1	1	1	1	0	1	0.295441	1	1	1	1	0.359446	1	1	1	1	0.438606	1	1	1
ubx_m87_FILTER_LEN11_86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m88_FILTER_LEN11_87	1	1	1	1	0.489728	1	1	0.368167	1	1	0.466509	1	0.382085	1	1	0.480021	0.407174	1	0.389905	0.53895	1	1	0.581057	0.471011	0.53	1	1	0.336125	0.388759	1	0.55791	0.50784	1	0.511319	0.450731	1	1	1	1	1	1	0.261837	1	0.548438	0.313044	1	1	0.502745	1	0.349472	1	1	1	0.618127	0.452169	1	0.457772	1	1	1	1	0.464843	0.481931	0.526347	1	0.400378	0.453661	1	1	1	1	0.338507	0.636859	0.463902	0.396038	0.500994	0.550338	1	1	0.313786	1	1	1	1	0.295441	1	0	1	1	1	1	0.473469	1	1	1	1	0.496469	1	1	1
ubx_m89_FILTER_LEN11_88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m8_FILTER_LEN11_7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m90_FILTER_LEN11_89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m91_FILTER_LEN11_90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m92_FILTER_LEN11_91	1	1	1	1	0.578974	1	1	0.475604	1	1	0.528389	1	0.354354	1	1	0.483529	0.296075	1	0.497943	0.519099	1	1	0.632355	0.506772	0.390694	1	1	0.626228	0.525701	1	0.40596	0.470296	1	0.453691	0.438068	1	1	1	1	1	1	0.340074	1	0.473329	0.389221	1	1	0.466785	1	0.414708	1	1	1	0.489269	0.594818	1	0.226757	1	1	1	1	0.424019	0.332787	0.45995	1	0.576516	0.426359	1	1	1	1	0.339619	0.504169	0.378772	0.564653	0.53561	0.539908	1	1	0.44814	1	1	1	1	0.359446	1	0.473469	1	1	1	1	0	1	1	1	1	0.497596	1	1	1
ubx_m93_FILTER_LEN11_92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m94_FILTER_LEN11_93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m95_FILTER_LEN11_94	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m96_FILTER_LEN11_95	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m97_FILTER_LEN11_96	1	1	1	1	0.595557	1	1	0.597041	1	1	0.612976	1	0.332763	1	1	0.504211	0.411724	1	0.555744	0.463819	1	1	0.60774	0.219966	0.490432	1	1	0.591358	0.500609	1	0.380496	0.243782	1	0.352026	0.160134	1	1	1	1	1	1	0.413323	1	0.419669	0.358435	1	1	0.541921	1	0.410264	1	1	1	0.606319	0.411484	1	0.381566	1	1	1	1	0.540025	0.47061	0.411908	1	0.506467	0.530696	1	1	1	1	0.391249	0.517176	0.598067	0.301191	0.507585	0.599862	1	1	0.438861	1	1	1	1	0.438606	1	0.496469	1	1	1	1	0.497596	1	1	1	1	0	1	1	1
ubx_m98_FILTER_LEN11_97	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m99_FILTER_LEN11_98	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m9_FILTER_LEN11_8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
